dbkey,tmaxZeroZone,hastargetcl,caplettersworddif,urlsim,sWordRatio,onlycaplettersdif,category,hastargettag,nwordstarget,nersimilarity,hastargetnumber,same,langdif,sPositiveZoneRatio,hassourcenumber,numbersim,hastargetemail,hastargetnameentity,hassourceemail,hastargetpunctuation,cgscore,tagsim,hassourcenameentity,emailsim,tmaxOneZone,sNegativeZoneRatio,hastargeturl,hassourcecl,tWordRatio,smaxZeroZone,hassourcetag,hassourcepunctuation,punctsim,nwordssource,smaxOneZone,tPositiveZoneRatio,tNegativeZoneRatio,hassourceurl
1635-1635,0.05,1.0,0.166666666667,1.0,0.94,0.0,1,0.0,102,0.0,1.0,0.0,0.0,0.67,1.0,1.0,0.0,1.0,0.0,0.0,0.56,1.0,1.0,1.0,0.33,0.33,0.0,1.0,0.86,0.06,0.0,0.0,0.95,86,0.59,0.57,0.43,0.0
1636-1636,0.05,1.0,0.166666666667,1.0,0.94,0.0,1,0.0,108,0.0,0.0,0.0,0.0,0.67,1.0,0.0,0.0,1.0,0.0,0.0,0.81,1.0,1.0,1.0,0.33,0.33,0.0,1.0,0.86,0.06,0.0,0.0,0.95,86,0.59,0.57,0.43,0.0
1637-1637,0.05,1.0,0.4,1.0,0.88,0.0,1,0.0,97,0.0,1.0,0.0,0.0,0.67,1.0,1.0,0.0,1.0,0.0,0.0,0.39,1.0,1.0,1.0,0.45,0.33,0.0,1.0,0.85,0.12,0.0,0.0,0.95,86,0.53,0.57,0.43,0.0
1638-1638,0.06,1.0,0.166666666667,1.0,0.88,0.0,1,0.0,95,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,1.0,0.0,0.0,0.35,1.0,1.0,1.0,0.56,0.4,0.0,1.0,0.89,0.06,0.0,0.0,1.0,86,0.35,0.6,0.4,0.0
1639-1639,0.06,1.0,0.166666666667,1.0,0.88,0.0,0,0.0,79,0.0,1.0,0.0,0.0,0.6,1.0,1.0,0.0,1.0,0.0,0.0,0.32,1.0,1.0,1.0,0.83,0.4,0.0,1.0,0.94,0.06,0.0,0.0,1.0,86,0.35,0.67,0.33,0.0
1640-1640,0.05,1.0,0.0,1.0,0.94,0.0,1,0.0,95,0.0,0.0,0.0,0.0,0.67,1.0,0.0,0.0,1.0,0.0,0.0,0.35,1.0,1.0,1.0,0.37,0.33,0.0,1.0,0.84,0.06,0.0,0.0,0.95,86,0.59,0.57,0.43,0.0
1641-1641,0.0,1.0,0.166666666667,1.0,0.88,0.0,1,0.0,89,0.0,1.0,0.0,0.0,0.6,1.0,1.0,0.0,1.0,0.0,0.0,0.18,1.0,1.0,1.0,1.0,0.4,0.0,1.0,1.0,0.06,0.0,0.0,1.0,86,0.35,1.0,0.0,0.0
1642-1642,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,24,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.46,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18,1.0,1.0,0.0,0.0
1643-1643,0.08,1.0,0.0,1.0,1.0,0.0,1,0.0,156,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.17,1.0,1.0,1.0,0.62,0.0,0.0,1.0,0.85,0.0,0.0,0.0,0.71,120,1.0,0.5,0.5,0.0
1644-1644,0.14,0.0,0.5,1.0,0.71,0.0,0,0.0,40,0.0,0.0,0.0,1.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.56,1.0,1.0,1.0,0.43,0.4,0.0,1.0,0.71,0.14,0.0,0.0,1.0,32,0.43,0.6,0.4,0.0
1645-1645,0.2,1.0,0.4,1.0,0.72,0.0,1,0.0,112,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,0.44,1.0,1.0,1.0,0.4,0.4,0.0,1.0,0.73,0.22,0.0,0.0,0.71,103,0.33,0.6,0.4,0.0
1646-1646,0.13,0.0,0.0,1.0,0.5,0.0,0,0.0,30,1.0,1.0,0.0,0.0,0.45,1.0,0.63,0.0,0.0,0.0,0.0,1.87,1.0,0.0,1.0,0.75,0.55,0.0,0.0,0.88,0.19,0.0,0.0,1.0,67,0.19,0.67,0.33,0.0
1647-1647,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,66,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,67,1.0,1.0,0.0,0.0
1648-1648,0.03,1.0,0.0,1.0,0.88,0.0,1,0.0,135,0.0,1.0,0.0,0.0,0.56,1.0,1.0,0.0,1.0,0.0,0.0,0.07,1.0,1.0,1.0,0.47,0.44,0.0,1.0,0.94,0.03,0.0,0.0,1.0,133,0.24,0.6,0.4,0.0
1649-1649,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,47,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51,1.0,1.0,0.0,0.0
1650-1650,0.06,1.0,0.4,1.0,0.97,0.0,0,0.0,315,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,3.43,1.0,1.0,1.0,0.16,0.33,0.0,1.0,0.78,0.03,0.0,0.0,0.35,172,0.59,0.5,0.5,0.0
1651-1651,0.0,1.0,0.1,1.0,1.0,0.1,1,0.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,34,1.0,1.0,0.0,0.0
1652-1652,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,25,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.25,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,22,1.0,1.0,0.0,0.0
1653-1653,0.06,0.0,0.0,1.0,0.71,0.0,0,0.0,84,1.0,0.0,0.0,1.0,0.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.24,0.45,0.0,0.0,0.71,0.06,0.0,0.0,1.0,83,0.29,0.55,0.45,0.0
1654-1654,0.11,0.0,0.0,1.0,0.63,0.0,0,0.0,47,1.0,0.0,0.0,1.0,0.57,0.0,1.0,0.0,0.0,0.0,0.0,0.32,1.0,0.0,1.0,0.78,0.43,0.0,0.0,0.89,0.13,0.0,0.0,1.0,41,0.25,0.67,0.33,0.0
1655-1655,0.07,1.0,0.0,1.0,1.0,0.0,1,0.0,86,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.04,1.0,1.0,1.0,0.43,0.0,0.0,1.0,0.86,0.0,0.0,0.0,0.0,88,1.0,0.5,0.5,0.0
1656-1656,0.14,1.0,0.153846153846,1.0,0.66,0.0,0,0.0,436,0.204124145232,0.0,0.0,1.0,0.55,0.0,1.0,0.0,1.0,0.0,0.0,4.23,1.0,1.0,1.0,0.04,0.45,0.0,1.0,0.28,0.11,0.0,0.0,0.4,212,0.29,0.5,0.5,0.0
1657-1657,0.17,1.0,0.0,1.0,0.92,0.0,1,0.0,101,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.7,1.0,1.0,1.0,0.28,0.5,0.0,1.0,0.61,0.08,0.0,0.0,0.0,80,0.92,0.5,0.5,0.0
1658-1658,0.03,0.0,0.0,1.0,0.94,0.0,1,0.0,195,1.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.42,1.0,0.0,1.0,0.57,0.4,0.0,0.0,0.97,0.03,0.0,0.0,1.0,186,0.48,0.67,0.33,0.0
1659-1659,0.07,1.0,0.0,1.0,0.96,0.0,1,0.0,145,0.0,0.0,0.0,0.0,0.67,1.0,0.0,0.0,1.0,0.0,0.0,0.18,1.0,1.0,1.0,0.39,0.33,0.0,1.0,0.86,0.04,0.0,0.0,1.0,138,0.58,0.57,0.43,0.0
1660-1660,0.0,0.0,0.0,1.0,0.75,0.0,1,0.0,20,1.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,0.0,0.0,0.0,0.19,1.0,0.0,1.0,1.0,0.33,0.0,0.0,1.0,0.25,0.0,0.0,1.0,19,0.5,1.0,0.0,0.0
1661-1661,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,67,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,66,1.0,1.0,0.0,0.0
1662-1662,0.07,1.0,0.25,1.0,0.97,0.0,1,0.0,251,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,0.59,1.0,1.0,1.0,0.43,0.33,0.0,1.0,0.83,0.03,0.0,0.0,1.0,223,0.66,0.54,0.46,0.0
1663-1663,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,29,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,34,1.0,1.0,0.0,0.0
1664-1664,0.25,1.0,0.4,1.0,1.0,0.0,1,0.0,26,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.75,0.0,0.0,0.0,1.0,22,1.0,0.67,0.33,0.0
1665-1665,0.06,1.0,0.0,1.0,0.93,0.0,1,0.0,217,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,1.33,1.0,1.0,1.0,0.31,0.4,0.0,1.0,0.78,0.04,0.0,0.0,0.45,170,0.48,0.54,0.46,0.0
1666-1666,0.15,1.0,0.0,1.0,0.91,0.0,0,0.0,161,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,3.16,1.0,1.0,1.0,0.07,0.33,0.0,1.0,0.41,0.09,0.0,0.0,1.0,67,0.45,0.5,0.5,0.0
1667-1667,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,55,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.28,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,50,1.0,1.0,0.0,0.0
1668-1668,0.04,1.0,0.0,1.0,0.95,0.0,1,0.0,163,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,0.84,1.0,1.0,1.0,0.43,0.33,0.0,1.0,0.87,0.05,0.0,0.0,1.0,135,0.89,0.57,0.43,0.0
1669-1669,0.11,1.0,0.285714285714,1.0,0.89,0.0,1,0.0,173,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,1.06,1.0,1.0,1.0,0.19,0.4,0.0,1.0,0.67,0.06,0.0,0.0,1.0,132,0.39,0.5,0.5,0.0
1670-1670,0.11,1.0,0.0,1.0,1.0,0.0,1,0.0,60,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.39,1.0,1.0,1.0,0.56,0.0,0.0,1.0,0.89,0.0,0.0,0.0,1.0,51,1.0,0.67,0.33,0.0
1671-1671,0.07,1.0,0.0,1.0,1.0,0.0,1,0.0,162,0.666666666667,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.93,1.0,1.0,1.0,0.72,0.0,0.0,1.0,0.9,0.0,0.0,0.0,1.0,128,1.0,0.6,0.4,0.0
1672-1672,0.1,0.0,0.0,1.0,1.0,0.0,1,0.0,66,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15,1.0,0.0,1.0,0.8,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,62,1.0,0.67,0.33,0.0
1673-1673,0.01,1.0,0.166666666667,1.0,0.9,0.0,0,0.0,554,0.408248290464,1.0,0.0,0.0,0.53,1.0,1.0,0.0,1.0,0.0,0.0,0.43,1.0,1.0,1.0,0.42,0.47,0.0,1.0,0.9,0.02,0.0,0.0,1.0,526,0.24,0.52,0.48,0.0
1674-1674,0.07,1.0,0.0833333333333,1.0,0.84,0.0,1,0.0,346,0.4472135955,1.0,0.0,0.0,0.53,1.0,1.0,0.0,1.0,0.0,0.0,0.2,1.0,1.0,1.0,0.34,0.47,0.0,1.0,0.82,0.03,0.0,0.0,0.97,334,0.34,0.54,0.46,0.0
1675-1675,0.06,1.0,0.0,1.0,0.88,0.0,1,0.0,115,1.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,0.77,1.0,1.0,1.0,0.28,0.4,0.0,1.0,0.83,0.06,0.0,0.0,1.0,94,0.38,0.57,0.43,0.0
1676-1676,0.05,1.0,0.0,1.0,0.73,0.0,0,0.0,143,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,1.15,1.0,1.0,1.0,0.73,0.4,0.0,1.0,0.95,0.23,0.0,0.0,1.0,188,0.6,0.67,0.33,0.0
1677-1677,0.33,1.0,0.0,1.0,0.5,0.0,0,0.0,14,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.3,1.0,1.0,1.0,0.33,0.5,0.0,1.0,0.67,0.33,0.0,0.0,0.0,30,0.33,0.67,0.33,0.0
1678-1678,0.38,1.0,0.25,1.0,1.0,0.5,0,0.0,90,0.288675134595,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.52,1.0,1.0,1.0,0.44,0.0,0.0,1.0,0.56,0.0,0.0,0.0,0.0,52,1.0,0.5,0.5,0.0
1679-1679,0.25,1.0,0.0,1.0,1.0,0.0,1,0.0,24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.17,1.0,1.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,22,1.0,0.5,0.5,0.0
1680-1680,0.0,0.0,0.5,1.0,1.0,0.0,1,0.0,21,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,22,1.0,1.0,0.0,0.0
1681-1681,0.0,0.0,0.5,1.0,1.0,0.0,1,0.0,73,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.66,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,57,1.0,1.0,0.0,0.0
1682-1682,0.05,1.0,0.0,1.0,0.94,0.0,1,0.0,83,0.0,1.0,0.0,0.0,0.67,1.0,1.0,0.0,1.0,0.0,0.0,0.74,1.0,1.0,1.0,0.89,0.33,0.0,1.0,0.95,0.06,0.0,0.0,1.0,67,0.88,0.67,0.33,0.0
1683-1683,0.17,1.0,0.0833333333333,1.0,0.91,0.0,1,0.0,246,0.957427107756,1.0,0.0,0.0,0.57,1.0,0.98,0.0,1.0,0.0,0.0,2.36,1.0,1.0,1.0,0.17,0.43,0.0,1.0,0.64,0.03,0.0,0.0,0.71,152,0.29,0.54,0.46,0.0
1684-1684,0.04,1.0,0.315789473684,0.0,0.79,0.0,1,0.0,607,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.64,1.0,1.0,1.0,0.13,0.5,0.0,1.0,0.76,0.02,0.0,0.0,0.91,509,0.2,0.51,0.49,1.0
1685-1685,0.04,1.0,0.263959390863,1.0,0.86,0.282485875706,0,0.0,657,0.0,1.0,0.0,0.0,0.53,1.0,1.0,0.0,1.0,0.0,0.0,4.69,1.0,1.0,1.0,0.04,0.47,0.0,1.0,0.53,0.03,0.0,0.0,0.99,353,0.25,0.5,0.5,0.0
1686-1686,0.05,1.0,0.263959390863,1.0,0.84,0.282485875706,0,0.0,658,0.0,1.0,0.0,0.0,0.52,1.0,1.0,0.0,1.0,0.0,0.0,4.69,1.0,1.0,1.0,0.07,0.48,0.0,1.0,0.5,0.03,0.0,0.0,0.99,353,0.2,0.5,0.5,0.0
1687-1687,0.02,1.0,0.0,1.0,0.95,0.0,1,0.0,223,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,0.49,1.0,1.0,1.0,0.32,0.4,0.0,1.0,0.91,0.02,0.0,0.0,1.0,204,0.47,0.56,0.44,0.0
1688-1688,0.12,1.0,0.0,1.0,0.9,0.0,1,0.0,152,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,1.42,1.0,1.0,1.0,0.27,0.4,0.0,1.0,0.81,0.05,0.0,0.0,0.58,110,0.33,0.57,0.43,0.0
1689-1689,0.0,0.0,0.5,1.0,1.0,0.0,1,0.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,32,1.0,1.0,0.0,0.0
1690-1690,0.07,1.0,0.375,1.0,0.95,0.0,1,0.0,237,0.0,1.0,0.0,0.0,0.6,1.0,0.82,0.0,1.0,0.0,0.0,0.79,1.0,1.0,1.0,0.56,0.4,0.0,1.0,0.84,0.03,0.0,0.0,1.0,205,0.68,0.55,0.45,0.0
1691-1691,0.1,1.0,0.4,1.0,1.0,0.0,1,0.0,102,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8,1.0,1.0,1.0,0.57,0.0,0.0,1.0,0.86,0.0,0.0,0.0,1.0,79,1.0,0.6,0.4,0.0
1692-1692,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,26,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,26,1.0,1.0,0.0,0.0
1693-1693,0.02,1.0,0.1875,1.0,0.96,0.0,1,0.0,363,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,1.57,1.0,1.0,1.0,0.24,0.4,0.0,1.0,0.84,0.02,0.0,0.0,1.0,288,0.51,0.53,0.47,0.0
1694-1694,0.02,1.0,0.363636363636,1.0,0.94,0.0,1,0.0,253,0.348155311911,1.0,0.0,0.0,0.57,1.0,0.68,0.0,1.0,0.0,0.0,0.6,1.0,1.0,1.0,0.3,0.43,0.0,1.0,0.91,0.02,0.0,0.0,1.0,232,0.48,0.56,0.44,0.0
1695-1695,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,18,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.31,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,15,1.0,1.0,0.0,0.0
1696-1696,0.1,1.0,0.0,1.0,1.0,0.0,1,0.0,108,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.84,1.0,1.0,1.0,0.35,0.0,0.0,1.0,0.8,0.0,0.0,0.0,1.0,83,1.0,0.57,0.43,0.0
1697-1697,0.14,1.0,0.125,1.0,0.94,0.0,1,0.0,111,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,0.58,1.0,1.0,1.0,0.52,0.33,0.0,1.0,0.81,0.06,0.0,0.0,1.0,92,0.69,0.6,0.4,0.0
1698-1698,0.0,0.0,0.8,1.0,0.16,0.0,0,0.0,30,0.0,0.0,0.0,0.0,0.46,0.0,1.0,0.0,0.0,0.0,0.0,5.68,1.0,1.0,1.0,1.0,0.54,0.0,1.0,1.0,0.22,0.0,0.0,0.0,212,0.04,1.0,0.0,0.0
1699-1699,0.29,0.0,0.0,1.0,0.86,0.0,0,0.0,50,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.49,1.0,0.0,1.0,0.71,0.5,0.0,0.0,0.71,0.14,0.0,0.0,1.0,42,0.86,0.5,0.5,0.0
1700-1700,0.03,1.0,0.0,1.0,0.97,0.0,1,0.0,202,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.57,0.33,0.0,1.0,0.97,0.03,0.0,0.0,1.0,202,0.67,0.67,0.33,0.0
1701-1701,0.13,1.0,0.0,1.0,1.0,0.0,1,0.0,37,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.63,0.0,0.0,1.0,0.88,0.0,0.0,0.0,1.0,34,1.0,0.67,0.33,0.0
1702-1702,0.05,1.0,0.277777777778,1.0,0.89,0.0,1,0.0,312,0.333333333333,1.0,0.0,0.0,0.56,1.0,1.0,0.0,1.0,0.0,0.0,0.63,1.0,1.0,1.0,0.31,0.44,0.0,1.0,0.84,0.05,0.0,0.0,0.65,287,0.32,0.54,0.46,0.0
1703-1703,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,58,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.34,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,51,1.0,1.0,0.0,0.0
1704-1704,0.0,0.0,0.0,1.0,1.0,0.0,1,0.0,13,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.52,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19,1.0,1.0,0.0,0.0
1705-1705,0.25,1.0,0.125,1.0,0.92,0.0,0,0.0,133,0.0,1.0,0.0,0.0,0.67,1.0,0.0,0.0,1.0,0.0,0.0,3.12,1.0,1.0,1.0,0.14,0.33,0.0,1.0,0.46,0.08,0.0,0.0,0.0,48,0.58,0.5,0.5,0.0
1706-1706,0.0,0.0,0.75,1.0,0.75,0.0,0,0.0,34,0.0,0.0,0.0,0.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.66,1.0,1.0,1.0,1.0,0.33,0.0,1.0,1.0,0.25,0.0,0.0,0.0,48,0.67,1.0,0.0,0.0
1707-1707,0.33,1.0,0.166666666667,1.0,0.83,0.0,0,0.0,114,0.0,1.0,0.0,0.0,0.67,1.0,0.0,0.0,1.0,0.0,0.0,2.73,1.0,1.0,1.0,0.22,0.33,0.0,1.0,0.44,0.17,0.0,0.0,0.0,48,0.67,0.5,0.5,0.0
1708-1708,0.33,1.0,0.4,0.0,0.83,0.0,0,0.0,126,0.0,1.0,0.0,0.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,3.09,1.0,1.0,0.0,0.19,0.4,1.0,1.0,0.38,0.08,0.0,0.0,0.58,48,0.42,0.56,0.44,0.0
1709-1709,0.0,0.0,0.75,1.0,0.83,0.0,0,0.0,42,0.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,1.0,1.0,1.0,0.4,0.0,1.0,1.0,0.08,0.0,0.0,0.0,48,0.42,1.0,0.0,0.0
1710-1710,0.38,1.0,0.0,1.0,0.75,0.0,0,0.0,84,0.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,1.0,0.0,0.0,1.7,1.0,1.0,1.0,0.31,0.4,0.0,1.0,0.54,0.17,0.0,0.0,0.0,48,0.33,0.6,0.4,0.0
1711-1711,0.13,1.0,0.4,1.0,0.83,0.0,0,0.0,43,0.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,1.0,0.0,0.0,0.19,1.0,1.0,1.0,0.88,0.4,0.0,1.0,0.88,0.08,0.0,0.0,0.0,48,0.42,0.5,0.5,0.0
1712-1712,0.0,1.0,0.4,1.0,0.42,0.0,0,0.0,22,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.42,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.25,0.0,0.0,0.0,48,0.25,1.0,0.0,0.0
1713-1713,0.43,0.0,0.75,1.0,0.75,0.0,0,0.0,77,0.0,1.0,0.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,1.34,1.0,1.0,1.0,0.29,0.4,0.0,1.0,0.5,0.17,0.0,0.0,0.0,48,0.33,0.5,0.5,0.0
1714-1714,0.07,1.0,0.153846153846,1.0,1.0,0.0,1,0.0,69,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.05,1.0,1.0,1.0,0.71,0.0,0.0,1.0,0.93,0.0,0.0,0.0,1.0,67,1.0,0.67,0.33,0.0
1715-1715,0.58,1.0,0.625,1.0,1.0,0.5,0,0.0,48,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.97,1.0,1.0,1.0,0.33,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,16,1.0,0.33,0.67,0.0
1716-1716,0.0,1.0,0.0,1.0,0.95,0.0,1,0.0,108,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,0.12,1.0,1.0,1.0,1.0,0.33,0.0,1.0,1.0,0.05,0.0,0.0,1.0,107,0.55,1.0,0.0,0.0
1717-1717,0.46,1.0,0.666666666667,1.0,0.8,0.0,0,0.0,111,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,3.52,1.0,0.0,1.0,0.04,0.5,0.0,0.0,0.17,0.2,0.0,0.0,0.0,26,0.8,0.44,0.56,0.0
1718-1718,0.03,1.0,0.1,1.0,0.97,0.0,1,0.0,255,0.774596669241,1.0,0.0,0.0,0.67,1.0,1.0,0.0,1.0,0.0,0.0,0.9,1.0,1.0,1.0,0.55,0.33,0.0,1.0,0.95,0.03,0.0,0.0,1.0,216,0.58,0.6,0.4,0.0
1719-1719,0.0,0.0,0.5,1.0,1.0,0.0,1,0.0,15,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.74,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,23,1.0,1.0,0.0,0.0
1720-1720,0.07,1.0,0.0,1.0,0.94,0.0,1,0.0,293,0.0,1.0,0.0,0.0,0.6,1.0,1.0,0.0,1.0,0.0,0.0,0.95,1.0,1.0,1.0,0.17,0.4,0.0,1.0,0.67,0.03,0.0,0.0,0.32,246,0.5,0.52,0.48,0.0
1721-1721,0.14,1.0,0.125,1.0,1.0,0.0,1,0.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.53,1.0,1.0,1.0,0.86,0.0,0.0,1.0,0.86,0.0,0.0,0.0,1.0,25,1.0,0.5,0.5,0.0
1722-1722,0.03,1.0,0.0,1.0,0.92,0.0,1,0.0,183,0.0,1.0,0.0,0.0,0.6,1.0,1.0,0.0,1.0,0.0,0.0,1.36,1.0,1.0,1.0,0.25,0.4,0.0,1.0,0.81,0.04,0.0,0.0,1.0,136,0.54,0.54,0.46,0.0
1723-1723,0.0,1.0,0.0,1.0,1.0,0.0,1,0.0,24,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,24,1.0,1.0,0.0,0.0
