dbkey,hastargetcl,simscore,caplettersworddif,urlsim,onlycaplettersdif,category,hastargettag,nwordstarget,nersimilarity,hastargetnumber,same,langdif,hassourcenumber,numbersim,hastargetemail,hastargetnameentity,hassourceemail,hastargetpunctuation,cgscore,tagsim,hassourcenameentity,emailsim,hastargeturl,hassourcecl,hassourcetag,hassourcepunctuation,punctsim,nwordssource,hassourceurl
1031-1031,0.0,1.0,0.0,1.0,0.0,1,0.0,40,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,0.0
1032-1032,1.0,0.92,0.0,1.0,0.0,1,0.0,45,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.26,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,43,0.0
1033-1033,1.0,0.44,0.0,1.0,0.0,1,0.0,54,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.11,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,56,0.0
1034-1034,1.0,0.47,0.0,1.0,0.0,1,0.0,145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.07,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,144,0.0
1035-1035,1.0,1.0,0.0,1.0,0.0,1,0.0,26,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.08,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,25,0.0
1036-1036,1.0,0.69,0.0,1.0,0.0,1,0.0,218,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.67,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,188,0.0
1037-1037,1.0,0.69,0.0,1.0,0.0,1,0.0,145,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.24,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,153,0.0
1038-1038,1.0,0.77,0.0,1.0,0.5,1,0.0,44,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,43,0.0
1039-1039,1.0,0.84,0.0,1.0,0.0,1,0.0,162,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.23,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,151,0.0
1040-1040,1.0,0.92,0.25,1.0,0.0,1,0.0,89,0.707106781187,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,69,0.0
1041-1041,1.0,0.8,0.222222222222,1.0,0.0,1,0.0,196,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.51,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,177,0.0
1042-1042,1.0,0.62,0.0,1.0,0.0,1,0.0,88,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.22,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,84,0.0
1043-1043,1.0,0.74,0.0625,1.0,0.0625,1,0.0,56,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.29,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,50,0.0
1044-1044,0.0,0.46,0.0,1.0,0.0,1,0.0,39,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.41,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35,0.0
1045-1045,1.0,0.94,0.25,1.0,0.0,1,0.0,34,0.707106781187,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.22,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,29,0.0
1046-1046,1.0,0.0,0.0,1.0,0.0,1,0.0,29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.91,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,18,0.0
1047-1047,1.0,0.08,0.0,1.0,0.0,1,0.0,43,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.13,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,44,0.0
1048-1048,1.0,0.85,0.0,1.0,0.0,1,0.0,102,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.46,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,91,0.0
1049-1049,1.0,0.74,0.0625,1.0,0.0625,1,0.0,55,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.29,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,49,0.0
1050-1050,1.0,0.76,0.0,1.0,0.0,1,0.0,123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.23,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,119,0.0
1051-1051,1.0,0.74,0.0,1.0,0.0,1,0.0,198,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.58,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,175,0.0
1052-1052,1.0,0.77,0.0,1.0,0.0,1,0.0,149,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.82,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,123,0.0
1053-1053,1.0,0.55,0.0,1.0,0.0,1,0.0,29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.22,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,34,0.0
1054-1054,1.0,0.9,0.0,1.0,0.0,1,0.0,239,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.94,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,200,0.0
1055-1055,1.0,0.25,0.0,1.0,0.0,1,0.0,29,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.48,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,22,0.0
1056-1056,1.0,1.0,0.0,1.0,0.0,1,0.0,41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.06,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,41,0.0
1057-1057,1.0,0.78,0.0,1.0,0.0,1,0.0,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.16,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,62,0.0
1058-1058,1.0,0.67,0.0,1.0,0.0,1,0.0,85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,81,0.0
1059-1059,1.0,0.74,0.0,1.0,0.0,1,0.0,111,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.28,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,100,0.0
1060-1060,1.0,0.87,0.0,1.0,0.0,1,0.0,105,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.73,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,85,0.0
1061-1061,1.0,0.7,0.0,1.0,0.0,1,0.0,58,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.34,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8,52,0.0
1062-1062,1.0,0.74,0.0,1.0,0.0,1,0.0,116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.94,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.45,91,0.0
1063-1063,1.0,0.6,0.0,1.0,0.0,1,0.0,104,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.74,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,84,0.0
1064-1064,1.0,0.71,0.115384615385,1.0,0.125,1,0.0,287,0.350823207723,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.75,287,0.0
1065-1065,1.0,0.79,0.0,1.0,0.0,1,0.0,214,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.35,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,198,0.0
1066-1066,1.0,0.7,0.4,1.0,0.0,1,0.0,88,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,63,0.0
1067-1067,1.0,0.84,0.0,1.0,0.0,1,0.0,145,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.82,145,0.0
1068-1068,1.0,0.83,0.0,1.0,0.0,1,0.0,276,0.833333333333,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.08,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.51,233,0.0
1069-1069,1.0,0.83,0.0,1.0,0.0,1,0.0,229,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.54,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.95,169,0.0
1070-1070,1.0,0.82,0.166666666667,1.0,0.0,1,0.0,42,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.19,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,45,0.0
1071-1071,1.0,0.72,0.0,1.0,0.0,1,0.0,71,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.15,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,69,0.0
1072-1072,1.0,1.0,0.0,1.0,0.0,1,0.0,21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.28,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,18,0.0
1073-1073,1.0,0.67,0.0,1.0,0.0,1,0.0,94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.28,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,63,0.0
1074-1074,1.0,0.89,0.166666666667,1.0,0.0,1,0.0,64,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.48,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,55,0.0
1075-1075,1.0,0.92,0.0454545454545,1.0,0.0,1,0.0,224,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,208,0.0
1076-1076,1.0,0.86,0.125,1.0,0.0,1,0.0,203,0.288675134595,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.03,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.94,204,0.0
1077-1077,1.0,0.55,0.0,1.0,0.0,1,0.0,117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,94,0.0
1078-1078,1.0,0.25,0.0,1.0,0.0,1,0.0,130,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.56,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.83,117,0.0
1079-1079,1.0,0.64,0.0,1.0,0.0,1,0.0,110,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.38,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,125,0.0
1080-1080,1.0,0.84,0.0,1.0,0.0,1,0.0,173,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.41,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,185,0.0
1081-1081,1.0,0.8,0.125,1.0,0.0,1,0.0,35,0.666666666667,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.07,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,37,0.0
1082-1082,0.0,0.5,0.0,1.0,0.0,1,0.0,29,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,26,0.0
1083-1083,1.0,0.85,0.0,1.0,0.0,1,0.0,147,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,144,0.0
1084-1084,1.0,0.73,0.0,1.0,0.0,1,0.0,24,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,29,0.0
1085-1085,1.0,0.82,0.0,1.0,0.0,1,0.0,98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.67,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,78,0.0
1086-1086,1.0,0.95,0.0,1.0,0.0,1,0.0,120,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.47,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,107,0.0
1087-1087,1.0,0.29,0.0,1.0,0.0,1,0.0,69,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,70,0.0
1088-1088,1.0,0.86,0.0,1.0,0.0,1,0.0,59,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,45,0.0
1089-1089,1.0,1.0,0.0,1.0,0.0,1,0.0,63,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.26,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,58,0.0
1090-1090,1.0,0.6,0.0,1.0,0.0,1,0.0,165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.46,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.57,149,0.0
1091-1091,1.0,0.93,0.0,1.0,0.0,1,0.0,112,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,95,0.0
1092-1092,1.0,1.0,0.0,1.0,0.0,1,0.0,32,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.28,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,36,0.0
1093-1093,1.0,0.8,0.0,1.0,0.0,1,0.0,236,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.24,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.99,223,0.0
1094-1094,1.0,1.0,0.0,1.0,0.0,1,0.0,17,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.43,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,13,0.0
1095-1095,1.0,0.0,0.4,1.0,0.0,1,0.0,37,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,31,0.0
1096-1096,1.0,0.87,0.0,1.0,0.0,1,0.0,206,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,178,0.0
1097-1097,1.0,1.0,0.0,1.0,0.0,1,0.0,68,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,69,0.0
1098-1098,1.0,0.85,0.05,1.0,0.0,1,0.0,163,0.316227766017,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.54,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,141,0.0
1099-1099,1.0,0.98,0.0,1.0,0.0,1,0.0,95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.17,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,89,0.0
1100-1100,1.0,0.82,0.0,1.0,0.0,1,0.0,181,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.48,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,160,0.0
1101-1101,1.0,0.77,0.0,1.0,0.0,1,0.0,97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.26,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,90,0.0
1102-1102,1.0,0.95,0.105263157895,1.0,0.0,1,0.0,85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.09,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,81,0.0
1103-1103,1.0,0.75,0.0,1.0,0.0,1,0.0,154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.77,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,129,0.0
1104-1104,1.0,0.76,0.0,1.0,0.0,1,0.0,99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.53,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,83,0.0
1105-1105,1.0,0.39,0.166666666667,1.0,0.0,1,0.0,57,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.11,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0
1106-1106,1.0,0.76,0.0,1.0,0.0,1,0.0,119,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,111,0.0
1107-1107,1.0,0.86,0.0,1.0,0.0,1,0.0,204,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.24,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.82,195,0.0
1108-1108,1.0,1.0,0.0,1.0,0.0,1,0.0,49,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.62,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,39,0.0
1109-1109,1.0,0.3,0.25,1.0,0.0,1,0.0,51,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.18,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,29,0.0
1110-1110,1.0,0.46,0.0,1.0,0.0,1,0.0,128,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.46,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,112,0.0
1111-1111,1.0,0.87,0.25,1.0,0.0,1,0.0,39,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,42,0.0
1112-1112,1.0,0.81,0.0,1.0,0.0,1,0.0,203,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.82,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.95,170,0.0
1113-1113,1.0,0.5,0.0,1.0,0.0,1,0.0,66,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.58,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,56,0.0
1114-1114,1.0,0.9,0.0,1.0,0.0,1,0.0,51,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.45,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,41,0.0
1115-1115,1.0,0.71,0.0,1.0,0.0,1,0.0,174,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.75,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.77,145,0.0
1116-1116,1.0,0.97,0.0,1.0,0.0,1,0.0,82,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.05,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6,80,0.0
1117-1117,1.0,0.53,0.0,1.0,0.0,1,0.0,74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,76,0.0
1118-1118,1.0,0.68,0.0,1.0,0.0,1,0.0,108,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,113,0.0
1119-1119,1.0,0.48,0.0,1.0,0.0,1,0.0,87,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.89,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.87,67,0.0
1120-1120,1.0,0.58,0.0,1.0,0.0,1,0.0,201,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.03,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,157,0.0
1121-1121,1.0,0.84,0.0,1.0,0.0,1,0.0,154,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.44,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,135,0.0
1122-1122,1.0,0.65,0.0,1.0,0.0,1,0.0,106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,95,0.0
1123-1123,1.0,0.91,0.0,1.0,0.0,1,0.0,57,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,57,0.0
1124-1124,1.0,0.68,0.0,1.0,0.0,1,0.0,123,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.42,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,111,0.0
1125-1125,1.0,0.52,0.0,1.0,0.0,1,0.0,161,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,117,0.0
1126-1126,1.0,1.0,0.0,1.0,0.0,1,0.0,56,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,57,0.0
1127-1127,1.0,0.7,0.0,1.0,0.0,1,0.0,167,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.01,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.87,131,0.0
1128-1128,1.0,0.66,0.0,1.0,0.0,1,0.0,141,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.62,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,117,0.0
1129-1129,1.0,0.75,0.0,1.0,0.0,1,0.0,42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.52,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,34,0.0
1130-1130,1.0,0.71,0.125,1.0,0.25,1,0.0,157,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.42,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.87,140,0.0
1131-1131,1.0,0.73,0.0,1.0,0.0,1,0.0,274,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.82,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,241,0.0
1132-1132,1.0,0.6,0.0,1.0,0.0,1,0.0,40,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.61,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,29,0.0
1133-1133,1.0,0.77,0.0,1.0,0.0,1,0.0,108,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.28,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,99,0.0
1134-1134,1.0,0.67,0.25,1.0,0.0,1,0.0,23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.08,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,25,0.0
1135-1135,1.0,0.77,0.0,1.0,0.0,1,0.0,139,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.15,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,103,0.0
1136-1136,1.0,0.66,0.0,1.0,0.0,1,0.0,114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.45,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,129,0.0
1137-1137,1.0,0.86,0.0,1.0,0.0,1,0.0,52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.23,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,48,0.0
1138-1138,1.0,1.0,0.0,1.0,0.0,1,0.0,34,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,37,0.0
1139-1139,1.0,0.89,0.0555555555556,1.0,0.0,1,0.0,162,0.316227766017,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.54,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,140,0.0
1140-1140,1.0,0.5,0.0,1.0,0.0,1,0.0,88,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.39,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,100,0.0
1141-1141,1.0,0.82,0.0,1.0,0.0,1,0.0,117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.11,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,115,0.0
1142-1142,1.0,0.89,0.0,1.0,0.0,1,0.0,146,0.333333333333,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.35,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,133,0.0
1143-1143,1.0,0.84,0.0,1.0,0.0,1,0.0,72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.46,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,62,0.0
1144-1144,1.0,0.61,0.0,1.0,0.0,1,0.0,145,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.21,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,107,0.0
1145-1145,1.0,0.9,0.25,1.0,0.0,1,0.0,77,0.707106781187,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.84,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,58,0.0
1146-1146,1.0,0.84,0.0,1.0,0.0,1,0.0,155,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.66,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.95,132,0.0
1147-1147,1.0,0.5,0.0,1.0,0.0,1,0.0,120,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.11,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,114,0.0
1148-1148,1.0,0.62,0.0,1.0,0.0,1,0.0,132,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.11,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,127,0.0
